2.22,0,4.94686,4.86254e-05
2.23,0,4.97634,4.91231e-05
2.24,0,4.99408,4.96225e-05
2.25,0,5,5.01225e-05
2.26,0,4.99408,5.06219e-05
2.27,0,4.97634,5.11195e-05
2.28,0,4.94686,5.16142e-05
2.29,0,4.90575,5.21047e-05
2.3,0,4.85317,5.25901e-05
2.31,0,4.78933,5.3069e-05
2.32,0,4.71448,5.35404e-05
2.33,0,4.62892,5.40033e-05
2.34,0,4.53298,5.44566e-05
2.35,0,4.42705,5.48993e-05
2.36,0,4.31154,5.53305e-05
2.37,0,4.18691,5.57491e-05
2.38,0,4.05364,5.61545e-05
2.39,0,3.91227,5.65457e-05
2.4,0,3.76336,5.69221e-05
2.41,0,3.60748,5.72828e-05
2.42,0,3.44526,5.76273e-05
2.43,0,3.27734,5.7955e-05
2.44,0,3.10437,5.82655e-05
2.45,0,2.92705,5.85582e-05
2.46,0,2.74607,5.88328e-05
2.47,0,2.56214,5.9089e-05
2.48,0,2.376,5.93266e-05
2.49,0,2.18837,5.95454e-05
2.5,0,2,5.97454e-05
2.51,0,1.81163,5.99266e-05
2.52,0,1.624,6.0089e-05
2.53,0,1.43786,6.02327e-05
2.54,0,1.25393,6.03581e-05
2.55,0,1.07295,6.04654e-05
2.56,0,0.895626,6.0555e-05
2.57,0,0.722662,6.06272e-05
2.58,0,0.554739,6.06827e-05
2.59,0,0.39252,6.07219e-05
2.6,0,0.236644,6.07456e-05
2.61,0,0.087728,6.07544e-05
2.62,0,-0.0536413,6.0749e-05
2.63,0,-0.186906,6.07303e-05
2.64,0,-0.31154,6.06991e-05
2.65,0,-0.427051,6.06564e-05
2.66,0,-0.532984,6.06031e-05
2.67,0,-0.62892,6.05402e-05
2.68,0,-0.714481,6.04688e-05
2.69,0,-0.789329,6.03898e-05
2.7,0,-0.85317,6.03045e-05
2.71,0,-0.905749,6.02139e-05
2.72,0,-0.946862,6.01192e-05
2.73,0,-0.976344,6.00216e-05
2.74,0,-0.99408,5.99222e-05
2.75,0,-1,5.98222e-05
2.76,0,-0.99408,5.97228e-05
2.77,0,-0.976344,5.96251e-05
2.78,0,-0.946862,5.95304e-05
2.79,0,-0.905749,5.94398e-05
2.8,0,-0.85317,5.93545e-05
2.81,0,-0.789329,5.92756e-05
2.82,0,-0.714481,5.92041e-05
2.83,0,-0.62892,5.91412e-05
2.84,0,-0.532984,5.90879e-05
2.85,0,-0.427051,5.90452e-05
2.86,0,-0.31154,5.90141e-05
2.87,0,-0.186906,5.89954e-05
2.88,0,-0.0536413,5.899e-05
2.89,0,0.087728,5.89988e-05
2.9,0,0.236644,5.90224e-05
2.91,0,0.39252,5.90617e-05
2.92,0,0.554739,5.91171e-05
2.93,0,0.722662,5.91894e-05
2.94,0,0.895626,5.92789e-05
2.95,0,1.07295,5.93862e-05
2.96,0,1.25393,5.95116e-05
2.97,0,1.43786,5.96554e-05
2.98,0,1.624,5.98178e-05
2.99,0,1.81163,5.9999e-05
3,0,2,6.01989e-05
